Product,Issue,Consumer complaint narrative,Complaint ID,summarized,cleaned_summarized,0,1,2,3,4,5,6,7,most_likely,max_prob
Credit card or prepaid card,Unauthorized transactions/trans. issues,"I had 3 unauthorized transfers from my American Express Serve Card to 3 different people, that are unknown to me & the transfers were NOT authorized. # 1  on  XXXX  for {$260.00}  # 2   XXXX  for {$780.00} & # 3 on  XXXX  for {$1000.00}. Each time these transfers occurred, I notified  American Express Serve, where they changed my password, PIN & secret question. Money was still transferred from my account following the security changes. I kept being told that I was 100 % Fraud Protected with my Card but the bank had up 10 days to resolve the dispute. I called frequently requesting updates gradually becoming more frustrated now being told they have 45 days to resolve the dispute as I was "" A victim of Identity Theft '' .The card credited me back the {$780.00} only & REFUSES to speak to me about the other 2 un authorized transactions after daily calls requesting updates.   I called on  XXXX  & asked to speak with an individual in the Fraud  Dept  & was informed they DO NOT ACCEPT CALLS. I became upset and requested they send me an e-mail update. Within an hour,   American Express Serve sent me an e-mail stating they closed out the account stating "" I violated the contract '' & that "" I authorized the transfers ''. American Express Serve also REFUSED to permit to speak with a representative regarding this matter. I have had health issues over this, my utilities shut off, incurred late fees & now have to move next week without the deposit money.
I filed Police reports for all 3 transactions & was not encouraged by them regarding retrieving MY money. I am now out $ {$1200.00} and very frustrated!",2446418,"I called frequently requesting updates gradually becoming more frustrated now being told they have 45 days to resolve the dispute as I was "" A victim of Identity Theft '' .The card credited me back the {$780.00} only & REFUSES to speak to me about the other 2 un authorized transactions after daily calls requesting updates. Within an hour, American Express Serve sent me an e-mail stating they closed out the account stating "" I violated the contract '' & that "" I authorized the transfers ''. I called on & asked to speak with an individual in the Fraud Dept & was informed they DO NOT ACCEPT CALLS. Each time these transfers occurred, I notified American Express Serve, where they changed my password, PIN & secret question. I kept being told that I was 100 % Fraud Protected with my Card but the bank had up 10 days to resolve the dispute.",unauthorized transfers american express serve card different people unknown transfers authorized  time transfers occurred notified american express serve changed password pin secret question money transferred account following security changes kept told fraud protected card bank days resolve dispute called frequently requesting updates gradually frustrated told days resolve dispute victim identity theft card credited refuses speak un authorized transactions daily calls requesting updates called asked speak individual fraud dept informed accept calls upset requested send email update hour american express serve sent email stating closed account stating violated contract authorized transfers american express serve refused permit speak representative matter health issues utilities shut incurred late fees week deposit money filed police reports transactions encouraged retrieving money frustrated,0.014293571879859229,0.10835432519953006,0.8056692630021096,0.014442856857488952,0.014277607494489931,0.014331422461804301,0.014316370906185852,0.01431458219853211,2,2.0
Credit card or prepaid card,Unauthorized transactions/trans. issues,"On  XXXX   XXXX  I noticed that the money that should be available I my card.com prepaid card was not, went to my tablet, logged on and noticed a whole bunch of charges that were not made by me. I immediately cancelled my card, and submitted a dispute for the charges I did n't make. The charges totaled up at {$530.00} and being a single mom, I can not afford to take a loss that substantial. After waiting a month to hear back from card.com, they not only did n't give me my money back for the unauthorized charges, they re-charged me for  one  of those unauthorized charges. I was sooooo angry, so I started calling the merchants to try to fix my problem from their end and much to my surprise EVERY  one  of those merchants told me that they had already refunded the claim and that I should call my card company. Well I did and not only did they avoid the questions of where is the money now? If you submitted a charge back to the merchant and then was refunded by the merchants, but was n't given to me, whom it belongs to ... where is my money now? The supervisor hung up on me. And now when I call, I ca n't get a live person on the phone. I enter the info they tell me to enter I my touch pad and the automated system sends me in circles until it hangs up on me. Help ... I ca n't believe I was robbed and  XXXX  is n't standing behind their word of taking care of me ... I REALLY needed that money and they are screwing me out of it.",2446004,"I was sooooo angry, so I started calling the merchants to try to fix my problem from their end and much to my surprise EVERY one of those merchants told me that they had already refunded the claim and that I should call my card company. I ca n't believe I was robbed and is n't standing behind their word of taking care of me ... After waiting a month to hear back from card.com, they not only did n't give me my money back for the unauthorized charges, they re-charged me for one of those unauthorized charges. On I noticed that the money that should be available I my card.com prepaid card was not, went to my tablet, logged on and noticed a whole bunch of charges that were not made by me. Well I did and not only did they avoid the questions of where is the money now?",noticed money available cardcom prepaid card went tablet logged noticed bunch charges immediately cancelled card submitted dispute charges nt charges totaled single mom afford loss substantial waiting month hear cardcom nt money unauthorized charges recharged unauthorized charges sooooo angry started calling merchants try fix problem end surprise merchants told refunded claim card company avoid questions money submitted charge merchant refunded merchants nt given belongs money supervisor hung nt live person phone enter info tell enter touch pad automated system sends circles hangs help nt believe robbed nt standing word taking care needed money screwing,0.0149597579850277,0.3244066116837584,0.5857968238333808,0.014971094360950583,0.014949903617395418,0.01496849973640778,0.014959650827107637,0.014987657955971734,2,2.0
Credit card or prepaid card,"Advertising, marketing or disclosures","Net Spend sent me a card for which I did not apply. This is an actual chipped card, with embossed numbers, and my name on the front. I was under the impression that this practice was illegal, as it made the recipients of these cards easy targets for identity theft. I have never had any contact with Net Spend, and until about  XXXX  minutes ago, when I opened some mail, was completely unaware of their existence. I am appalled that any company would be so reckless. It is negligent on their part to send out a card, to my home, that could so easily be activated by someone other than myself. Their business model is predatory and unethical. They charge consumers a ridiculous amount of fees for using their own money.",2445609,"I was under the impression that this practice was illegal, as it made the recipients of these cards easy targets for identity theft. Net Spend sent me a card for which I did not apply. They charge consumers a ridiculous amount of fees for using their own money. I have never had any contact with Net Spend, and until about minutes ago, when I opened some mail, was completely unaware of their existence. It is negligent on their part to send out a card, to my home, that could so easily be activated by someone other than myself.",net spend sent card apply actual chipped card embossed numbers impression practice illegal recipients cards easy targets identity theft contact net spend minutes ago opened mail completely unaware existence appalled company reckless negligent send card home easily activated business model predatory unethical charge consumers ridiculous fees money,0.017861113337318345,0.017897228189534726,0.5012271548139227,0.01790055385966144,0.017862095650747083,0.39149279347521665,0.01788477055149315,0.017874290122105882,2,2.0
Credit card or prepaid card,Fraud or scam,I had a secured card with  Wells Fargo  for {$2000.00} which I deposited. Then they paid out a {$2500.00} fee to disputed account and after many attempts to refund my scammed money the bank refused to issue credit but instead charged me the money and used my secured money. It 's now being reported to the credit companies as a negative account for - {$2500.00}. This is fraud and they need to be investigated.,2446408,I had a secured card with  Wells Fargo  for {$2000.00} which I deposited. Then they paid out a {$2500.00} fee to disputed account and after many attempts to refund my scammed money the bank refused to issue credit but instead charged me the money and used my secured money. It 's now being reported to the credit companies as a negative account for - {$2500.00}. This is fraud and they need to be investigated.,secured card wells fargo deposited paid fee disputed account attempts refund scammed money bank refused issue credit instead charged money secured money s reported credit companies negative account fraud need investigated,0.022648319421890616,0.6127485342709088,0.022708715857848668,0.02269398038330029,0.022646158341655395,0.022671095999299833,0.25117828548390664,0.022704910241189785,1,1.0
Credit card or prepaid card,Unauthorized transactions/trans. issues,"I am very upset with this company. They have violated my rights several times to the fullest extent and I have had it! My card was compromised and used, therefore my funds were taken out. I called and filed a claim, that of course, got denied. I called this company SEVERAL TIMES as to why my claim was denied and they flat out refuse to tell me or send me the documentation that I requested for as proof as to why I lost the dispute, WHICH IS ILLEGAL. Furthermore, their employees are rude,  XXXX , and DO NOT  SPEAK   XXXX   WELL,  which makes it harder to communicate and causes them to mix up my information.  XXXX  of the reps hung up on me, another  XXXX  kept talking over me, and even most of their reps ( who seem to be the same all the time ) are unprofessional and even calls me  XXXX , when I am a  XXXX . Also, keep in mind that I have the hardest time communicating with this company. I had a previous claim that got denied, but then honored in my favor because I was in the right. However, it took me  THREE MON THS of calling, letters, writing, re-disputing, arguing, etc. just to get it resolved in my favor that should 've been in my favor the whole time. Even when I requested for a callback from the disputes department, they call around  XXXX  when I told them several times to call past  XXXX  PST, but they still DO NOT LISTEN AFTER  XXXX  CALLBACKS! The reps name was  XXXX  who denied my last claims which I believe might still be her who is denying it. This company thinks they are always right and flat out do what the  XXXX  they want. It is time this company stops violating peoples right and listen up! Because at this point, I am being or feel discriminated since the customer service rep told me that my account got closed b y the "" Risk Dept '' due  to suspicious activity on my account ( which I reported before ). So therefore, it make me believe that it boils down to concerns with terrorism/money laundering, that I DO NOT DO. The reason why I feel this way is because they know my ethnicity and the rep on the phone basically admitted it and believes that there is no reason why my claim should be denied and my account be closed. I woke up today to text messages saying my card has been blocked and that t here may be an issue  with my account. Myself was not able to login and when I tried to, it said that my account is locked and to call cust srvc, which was the same exact message when my card was being used without my permission. If their company can not speak  XXXX  well, then there is going to be a mix up of info, which is also how my claims get denied too. I HAVE A RIGHT TO FILE A CLAIM! I still, to this day, have not even got a chance to respond to the merchants response to the dispute for a rebuttal because I have n't even received the documents that were used in the investigation which again is violating my rights. I WANT PROOF THAT IT IS ME THAT DID THE TRANSACTION! THIS IS ILLEGAL, NOT FAIR, AND VIOLATING MY RIGHTS!",2444537,"I called this company SEVERAL TIMES as to why my claim was denied and they flat out refuse to tell me or send me the documentation that I requested for as proof as to why I lost the dispute, WHICH IS ILLEGAL. The reason why I feel this way is because they know my ethnicity and the rep on the phone basically admitted it and believes that there is no reason why my claim should be denied and my account be closed. If their company can not speak well, then there is going to be a mix up of info, which is also how my claims get denied too. I still, to this day, have not even got a chance to respond to the merchants response to the dispute for a rebuttal because I have n't even received the documents that were used in the investigation which again is violating my rights. I called and filed a claim, that of course, got denied.",upset company violated rights times fullest extent card compromised funds taken called filed claim course got denied called company times claim denied flat refuse tell send documentation requested proof lost dispute illegal furthermore employees rude speak makes harder communicate causes mix information reps hung kept talking reps time unprofessional calls mind hardest time communicating company previous claim got denied honored favor right took mon ths calling letters writing redisputing arguing etc resolved favor ve favor time requested callback disputes department told times past pst listen callbacks reps denied claims believe denying company thinks right flat want time company stops violating peoples right listen point feel discriminated customer service rep told account got closed b y risk dept suspicious activity account reported believe boils concerns terrorismmoney laundering reason feel way know ethnicity rep phone basically admitted believes reason claim denied account closed woke today text messages saying card blocked t issue account able login tried said account locked cust srvc exact message card permission company speak going mix info claims denied right file claim day got chance respond merchants response dispute rebuttal nt received documents investigation violating rights want proof transaction illegal fair violating rights,0.011507092495888634,0.011550112187816555,0.8743974720257908,0.056509774576322544,0.01149165065691971,0.01152551788711146,0.011509835752234689,0.011508544417915661,2,2.0
Credit card or prepaid card,Unauthorized transactions/trans. issues,I went to use my card at the ATM for a {$80.00} cash transaction the ATM printed a receipt saying an error occurred and that  XXXX  dollars was dispensed. My American serve account was still charged the {$80.00} plus ATM fees of {$5.00}. After calling customer service  XXXX  times to let them know what happen they still are refusing to refund the money to my card even though they can see that the transaction did n't go threw. The reason I have been given is that it takes  XXXX  to investigate and up to  XXXX   XXXX  to refund my money. I do n't understand why they have the right to hold my money when on their end they can see the ATM did n't give me the  XXXX . This is basicly theft for them to take money that I never reiceve and then refuse to refund it even though they know that the ATM did n't process the transaction.,2442739,After calling customer service times to let them know what happen they still are refusing to refund the money to my card even though they can see that the transaction did n't go threw. This is basicly theft for them to take money that I never reiceve and then refuse to refund it even though they know that the ATM did n't process the transaction. I went to use my card at the ATM for a {$80.00} cash transaction the ATM printed a receipt saying an error occurred and that dollars was dispensed. I do n't understand why they have the right to hold my money when on their end they can see the ATM did n't give me the . The reason I have been given is that it takes to investigate and up to to refund my money.,went use card atm cash transaction atm printed receipt saying error occurred dollars dispensed american serve account charged plus atm fees calling customer service times let know happen refusing refund money card transaction nt threw reason given takes investigate refund money nt understand right hold money end atm nt basicly theft money reiceve refuse refund know atm nt process transaction,0.0206695324844929,0.020714318186653025,0.8551729055137675,0.020699478982567472,0.02066565213012642,0.020698152235674405,0.020677472681870736,0.0207024877848475,2,2.0
Credit card or prepaid card,Fraud or scam,"I regularly leave the country. Always before leaving I notify  American Express se rve. Each time I am told I do n't need to notify them as the card will work wherever  American Express  is accepted. Recently I left to  XXXX . I had a regular payroll direct deposit hit my account while away on   XXXX   XXXX   evening. Once this deposit hit, I made a charge at my hotel in  XXXX  for about {$250.00} and submitted a bill pay for {$50.00}. When I tried to use my card at the ATM it was declined. When I tried to use my card again at my  XXXX  hotel it was declined. I called  Amex a nd was told that ATM transactions were not allowed overseas. I inquired about the hotel charge I attempted and was declined and was told that my account was suspend. I assumed it was for suspicious activity so I offered to confirm my transactions and attempted transactions. I was also asked to confirm the amount of my most recent direct deposit which I did. I was given no recourse to have the account unlocked except that the process takes  24-28 h ours to resolve as it had to be escalated to a separate risk department that the representative nor their supervisor had access to except via email. I called back the next day to get a status and was told that I had violated the terms of the card and that my account was being closed and a check for the remaining {$800.00} or so dollars would be mailed to me. At this point I could no longer log in to my account to see any information. I spoke with a supervisor who then informed me that the prior information was n't true and that the account would be unlocked as soon as the thing that triggered the account suspension, a tax direct deposit was verified/confirmed. I informed them that I did not have any tax deposit coming into the account. I confirmed again that I only had a partial payroll deposit that deposits biweekly from the same company for the entire time I have had the card. I advised them to look at the account to see. The  manager says she look ed and saw that the deposit did come from payroll and was the same payroll deposit i regularly get but was still unable to unlock the account. I then asked her to verify the amount of the alleged tax deposit, She did, it was the exact same amount of the payroll deposit. She then said that their system must have read it as a tax return. they verified that there were no unauthorized charges and as is my regular practice I leave majority of my funds in my reserve account and transfer over what I need to use so as to avoid any unauthorized charges in the event of a lost or stolen card. I informed her of the urgency as I was out of the country and needed access to my funds. I have since called everyday to inquire about the status of the hold and each da y I am told they will escalate the inquiry and to wait an additional 3-5 business days on top of the days I have already been w aiting.I have called corporate in  XXXX , the  executive office and spoken with supervisors and managers, each time they are telling me there is nothing they can do and t hat I should wait an addition al 3-5 business days from the current day, not from the first day i call ed on   XXXX   XXXX  . Today I was told to wait until the   XXXX  , tomorrow. When the rep came back on the line, he said, wait another  3-5 b usiness days from today because this is going to take more time. I have currently been on hold for a  manager for  an hour. This has to stop, they can not hold my money  hostage a nd then tell me whatever they want at the time. There has been no fraud I have confirmed all of my information and transactions numerous times and no one has even responded back to me.     *A scan of my direct deposit payroll is attached*",2442933,"I called back the next day to get a status and was told that I had violated the terms of the card and that my account was being closed and a check for the remaining {$800.00} or so dollars would be mailed to me. I spoke with a supervisor who then informed me that the prior information was n't true and that the account would be unlocked as soon as the thing that triggered the account suspension, a tax direct deposit was verified/confirmed. they verified that there were no unauthorized charges and as is my regular practice I leave majority of my funds in my reserve account and transfer over what I need to use so as to avoid any unauthorized charges in the event of a lost or stolen card. Each time I am told I do n't need to notify them as the card will work wherever American Express is accepted. She then said that their system must have read it as a tax return.",regularly leave country leaving notify american express se rve time told nt need notify card work american express accepted recently left regular payroll direct deposit hit account away evening deposit hit charge hotel submitted bill pay tried use card atm declined tried use card hotel declined called amex nd told atm transactions allowed overseas inquired hotel charge attempted declined told account suspend assumed suspicious activity offered confirm transactions attempted transactions asked confirm recent direct deposit given recourse account unlocked process takes h resolve escalated separate risk department representative supervisor access email called day status told violated terms card account closed check remaining dollars mailed point longer log account information spoke supervisor informed prior information nt true account unlocked soon thing triggered account suspension tax direct deposit verifiedconfirmed informed tax deposit coming account confirmed partial payroll deposit deposits biweekly company entire time card advised look account manager says look ed saw deposit come payroll payroll deposit regularly unable unlock account asked verify alleged tax deposit exact payroll deposit said system read tax return verified unauthorized charges regular practice leave majority funds reserve account transfer need use avoid unauthorized charges event lost stolen card informed urgency country needed access funds called everyday inquire status hold da y told escalate inquiry wait additional business days days w aitingi called corporate executive office spoken supervisors managers time telling t hat wait addition al business days current day day ed today told wait tomorrow rep came line said wait b usiness days today going time currently hold manager hour stop hold money hostage nd tell want time fraud confirmed information transactions numerous times responded scan direct deposit payroll attached,0.011437109084228668,0.13347724228093816,0.7978238230873174,0.011454004376186693,0.011440207507855177,0.011457788236332249,0.011448060786497693,0.011461764640643989,2,2.0
Credit card or prepaid card,Fraud or scam,"On  XXXX   XXXX  I tried to log into my  American Express  account online but was unable to do so. I then called them to help me to unlock my account which took  3  or 4 times of them trying to unlock the account. I did just end up calling the phone service line and getting my balance from the card. That is when I realized that something was wrong, because a large amount of money was missing so I then called them back again. When I told the company that the money was missing a representative said we could file a claim so she then transferred me to another representative who then asked me many questions and said that he would have an investigator look into it. He told me that I was going to get all the {$5000.00} back because I was covered by the fraud prevention program. He then said to expect a call from their investigator with some more questions. I did not receive a call from the investigator or anyone else from AE for that matter so I called them on Saturday the  XXXX . The representative on the phone said that I should give them a call back on Tuesday the  XXXX  to see where the investigation is at. When I tried to get into my AE app on my phone Monday the  XXXX  ( just to see if by chance they put the money back in there  )  my account would n't open. When I called them today they told me that the investigation was closed and that they closed my card account because I somehow defaulted on the agreement. I then asked to speak to the supervisor so I could get more answers. I waited on hold for ten minutes when the supervisor finally came on he said that they had closed the fraud claim case because they said it was my fault. They thought I approved them even though I told them the first day that I noticed something wrong that I had no idea who any of those people were. My account is now locked I am unable to get in and print any of the transaction logs that could possibly help me get my money back and charge whoever those people were that took my money.",2440504,When I told the company that the money was missing a representative said we could file a claim so she then transferred me to another representative who then asked me many questions and said that he would have an investigator look into it. I waited on hold for ten minutes when the supervisor finally came on he said that they had closed the fraud claim case because they said it was my fault. My account is now locked I am unable to get in and print any of the transaction logs that could possibly help me get my money back and charge whoever those people were that took my money. They thought I approved them even though I told them the first day that I noticed something wrong that I had no idea who any of those people were. When I called them today they told me that the investigation was closed and that they closed my card account because I somehow defaulted on the agreement.,tried log american express account online unable called help unlock account took times trying unlock account end calling phone service line getting balance card realized wrong large money missing called told company money missing representative said file claim transferred representative asked questions said investigator look told going covered fraud prevention program said expect investigator questions receive investigator ae matter called saturday representative phone said tuesday investigation tried ae app phone monday chance money account nt open called today told investigation closed closed card account defaulted agreement asked speak supervisor answers waited hold minutes supervisor finally came said closed fraud claim case said fault thought approved told day noticed wrong idea people account locked unable print transaction logs possibly help money charge people took money,0.014207376960251362,0.3263325785493425,0.5883818051276792,0.014214778432897887,0.014192443699602524,0.014240695305101483,0.014207033022153787,0.014223288902971053,2,2.0
Credit card or prepaid card,Fraud or scam,"Dear Sir, I purchased several  XXXX  giftcards and   XXXX   giftcards from  XXXX  on   XXXX   in  XXXX  and  XXXX  and recently I found that the cards carry balances o f Zero ( 0 ). I  have never used the cards myself for any purchases. As I made a google search I found that   XXXX    system was hacked in  XXXX  and my card information was stolen, same as many of the others. I have never gotten any information from ether  XXXX  or paypal about the system hacked. Clearly they tried to hide the information from the customers. I tried to contact   XXXX   but I was ignored. I filed complaints on  XXXX  website but the cases were closed since the purchase dates are more than 180 days. So I need your help to get the money back and let many of the others know about  XXXX  and paypal 's problem.     Here is the purchase information  : 1. {$ 75.00}  XXXX  giftcard, purchased on  X/XX/XXXX ,   XXXX   item id :  XXXX  transaction id :  XXXX  card number :  XXXX  pin  XXXX   XXXX . {$100.00}  XXXX  giftcard, purchased on  X/XX/XXXX ,  XXXX  item id :  XXXX  transaction id :  XXXX  card number  XXXX  pin  XXXX . The card has a balance of {$2.00} when I used it.      XXXX   XXXX  of {$100.00}  XXXX  gift cards, purchased on   XXXX  ,  XXXX  item id :  XXXX  transaction id  XXXX  card number  XXXX  pin  XXXX  and  XXXX  pin  XXXX   XXXX . {$150.00}  XXXX  goftcard, purchased on  XXXX ,  XXXX  item id :  XXXX  transaction id :  XXXX  card number :  XXXX  pin  XXXX   XXXX . {$100.00}  XXXX  goftcard, purchased on  X/X/XXXX ,  XXXX  item id :  XXXX  transaction id :  XXXX  card number :  XXXX  pin  XXXX  Thank you very much for your help,",2440135,"{$100.00} goftcard, purchased on X/X/ , item id : transaction id : card number : pin Thank you very much for your help, of {$100.00} gift cards, purchased on , item id : transaction id card number pin and pin . {$150.00} goftcard, purchased on , item id : transaction id : card number : pin . {$100.00} giftcard, purchased on X/ , item id : transaction id : card number pin . {$ 75.00} giftcard, purchased on X/ , item id : transaction id : card number : pin .",dear sir purchased giftcards giftcards recently found cards carry balances o f zero cards purchases google search found system hacked card information stolen gotten information ether paypal system hacked clearly tried hide information customers tried contact ignored filed complaints website cases closed purchase dates days need help money let know paypal s problem purchase information giftcard purchased x item d transaction d card number pin giftcard purchased x item d transaction d card number pin card balance gift cards purchased item d transaction d card number pin pin goftcard purchased item d transaction d card number pin goftcard purchased xx item d transaction d card number pin thank help,0.01962083096371591,0.019597631605566126,0.8080182229059136,0.01958322943453057,0.01955039732054434,0.07439546341908773,0.019576864947748046,0.019657359402893634,2,2.0
Credit card or prepaid card,"Managing, opening, or closing account","1 ) Vis  a  does not disclose a human contact number for its 'giftcardmall.com/mygift '. I had to find a corporate number and i was told to enter  XXXX  # twice on the automated phone line to get human help. No option on the phone system to get human help  2 ) Visa doe s not disclose they do not do business with the  XXXX  website or the  XXXX  company itself. Instead  XXXX  declines the transaction and says the card does not match the customer registration name forcing the customer to try and contact the company. ( I.e. #  XXXX   ) 3   ) V  isa 's em ail complaint system limits consumer coplaints to  XXXX  characters.    4 ) Visa  's 'I am not a robot ' system is designed to frustrate customer to give up on their complaints.    5 ) Visa  's human rep speaks  XXXX  poorly and then become aggressive at end when consumer does not hang up first, but is waiting to see if there is a customer satisfaction survey at end of call.      *** Visa  needs to publish an online black list of businesses they do not do business with so customers do n't get declined when they try to do an online purchase.",2438105,"No option on the phone system to get human help 2 ) Visa doe s not disclose they do not do business with the website or the company itself. I had to find a corporate number and i was told to enter # twice on the automated phone line to get human help. Instead declines the transaction and says the card does not match the customer registration name forcing the customer to try and contact the company. 5 ) Visa 's human rep speaks poorly and then become aggressive at end when consumer does not hang up first, but is waiting to see if there is a customer satisfaction survey at end of call. *** Visa needs to publish an online black list of businesses they do not do business with so customers do n't get declined when they try to do an online purchase.",vis disclose human contact number giftcardmallcommygift find corporate number told enter twice automated phone line human help option phone system human help visa doe s disclose business website company instead declines transaction says card match customer registration forcing customer try contact company ie v isa s em ail complaint system limits consumer coplaints characters visa s robot system designed frustrate customer complaints visa s human rep speaks poorly aggressive end consumer hang waiting customer satisfaction survey end visa needs publish online black list businesses business customers nt declined try online purchase,0.01616705260607928,0.016207422513796234,0.016195864469153193,0.016192845536640948,0.016174636423562993,0.8866987851523656,0.016182714586530506,0.016180678711871274,5,5.0
